"Id_Cliente","Vol_Entrega","Latitud","Longitud","Zona"
546,0,20.516391,-98.196345,2
547,3,20.474939,-98.135609,6
548,4,20.45423,-98.17031,6
549,11,20.520246,-98.217894,4
550,24,20.498583,-98.166007,2
551,1,20.564313,-98.129281,3
552,0,20.522774,-98.200573,2
553,5,20.469632,-98.160321,6
554,4,20.495725,-98.14633,6
555,3,20.475228,-98.218845,4
556,15,20.563143,-98.192924,5
557,6,20.464927,-98.172128,6
558,2,20.530108,-98.129516,3
559,1,20.476798,-98.190918,6
560,2,20.505129,-98.245211,4
561,34,20.535242,-98.200947,5
562,10,20.506997,-98.222423,4
563,1,20.501813,-98.205498,4
564,7,20.457878,-98.229168,1
565,4,20.541674,-98.24149,4
566,22,20.560247,-98.127664,3
567,17.5,20.461446,-98.216405,1
567,17.5,20.461446,-98.216405,5
568,55,20.547709,-98.12367,3
569,2,20.568082,-98.124501,3
570,5,20.472531,-98.141009,6
571,7,20.504254,-98.244406,4
572,2,20.446067,-98.1709,6
573,58,20.568978,-98.139954,3
574,15,20.498074,-98.203208,4
575,0.5,20.476396,-98.187489,1
575,0.5,20.476396,-98.187489,5
576,83,20.476325,-98.130904,6
577,2,20.448647,-98.148179,6
578,5,20.523794,-98.192381,2
579,0,20.504416,-98.235413,4
580,112,20.471749,-98.193835,6
581,1,20.561674,-98.123256,3
582,0,20.531806,-98.201515,5
583,13.5,20.569233,-98.210453,1
583,13.5,20.569233,-98.210453,5
584,6,20.464943,-98.137179,6
585,3,20.478069,-98.193388,6
586,2,20.483675,-98.220507,4
587,21,20.559245,-98.209215,5
588,128,20.489765,-98.142161,6
589,0,20.468723,-98.20291,4
590,1,20.569703,-98.129791,3
591,1,20.527689,-98.187803,2
592,2,20.556388,-98.137688,3
593,4,20.501451,-98.160577,2
594,26,20.531806,-98.139684,3
595,1,20.491514,-98.285647,1
596,15,20.559413,-98.121012,3
597,36,20.4814,-98.188236,6
598,20,20.463428,-98.236382,1
599,9,20.446223,-98.284418,1
600,5,20.492849,-98.153374,6
601,2,20.471726,-98.232468,4
602,26,20.500801,-98.181245,2
603,15,20.546942,-98.139555,3
604,4,20.522021,-98.228825,4
605,2,20.445876,-98.173739,6
606,51,20.466369,-98.221093,1
606,51,20.466369,-98.221093,5
607,1,20.453098,-98.165369,6
608,10,20.455633,-98.164362,6
609,18,20.572675,-98.129371,3
610,1,20.5075,-98.229329,4
611,0,20.537386,-98.139878,3
612,14,20.537577,-98.142184,3
613,53.5,20.49257,-98.228838,1
613,53.5,20.49257,-98.228838,5
614,1,20.53215,-98.241295,4
615,3,20.484133,-98.210477,4
616,4,20.461363,-98.148941,6
617,11,20.55866,-98.133319,3
618,20,20.541174,-98.140552,3
619,1,20.567009,-98.133537,3
620,1,20.558589,-98.212961,5
621,7,20.499043,-98.173779,2
622,4,20.542867,-98.208564,5
623,0,20.479771,-98.190093,6
624,7,20.552221,-98.142504,3
625,15,20.488667,-98.242359,4
626,4,20.561233,-98.134947,3
627,1,20.560391,-98.131741,3
628,1,20.577554,-98.14103,3
629,11,20.468736,-98.253608,1
630,9,20.511956,-98.206182,4
631,49,20.553013,-98.147385,3
632,2,20.449731,-98.169118,6
633,12,20.545009,-98.149439,3
634,39,20.52476,-98.219829,4
635,4,20.530754,-98.141205,3
636,2,20.4467,-98.167767,6
637,3,20.478939,-98.169574,6
638,32,20.507559,-98.239249,4
639,69,20.538962,-98.167497,2
640,28,20.510563,-98.205613,4
641,1,20.508649,-98.219569,4
642,3,20.530464,-98.193067,2
643,30.5,20.461064,-98.175968,1
643,30.5,20.461064,-98.175968,5
644,3,20.515329,-98.213401,4
645,13,20.543198,-98.207021,5
646,3,20.478563,-98.161705,6
647,39,20.470409,-98.134834,6
648,3,20.538168,-98.229266,4
649,1,20.482438,-98.160995,6
650,5,20.523223,-98.273269,1
651,18.5,20.48504,-98.189744,1
651,18.5,20.48504,-98.189744,5
652,15,20.516361,-98.19584,2
653,24,20.481656,-98.134919,6
654,7,20.50831,-98.196753,2
655,67,20.468003,-98.211599,4
656,4,20.472438,-98.171778,6
657,14,20.530131,-98.232112,4
658,1,20.538589,-98.242587,4
659,1,20.494495,-98.25571,1
660,3,20.547584,-98.123498,3
661,38,20.528892,-98.213565,4
662,1,20.521479,-98.145411,3
663,11,20.536707,-98.133488,3
664,3,20.509968,-98.223935,4
665,87,20.551264,-98.227237,5
666,2,20.558513,-98.221133,5
667,55,20.513554,-98.229314,4
668,29,20.4556,-98.21751,4
669,46,20.551794,-98.123398,3
670,25,20.50912,-98.195769,2
671,78,20.471764,-98.190457,6
672,4,20.479129,-98.185584,6
673,5,20.521817,-98.145559,3
674,141,20.56204,-98.189037,5
675,20,20.445779,-98.166214,6
676,24.5,20.474629,-98.182317,1
676,24.5,20.474629,-98.182317,5
677,42,20.506402,-98.234898,4
678,7,20.525418,-98.136296,3
679,31,20.54416,-98.122375,3
680,117,20.5345,-98.1462,3
681,2,20.53546,-98.19184,5
682,12,20.497359,-98.156435,2
683,10,20.56707,-98.217105,5
684,3,20.513761,-98.243933,4
685,64,20.518723,-98.22091,4
686,3,20.524633,-98.229555,4
687,23,20.466139,-98.25782,1
688,36,20.485481,-98.264213,1
689,1,20.54456,-98.216964,5
690,2,20.511211,-98.219884,4
691,5,20.567627,-98.211859,5
692,33,20.465659,-98.281269,1
693,5,20.462319,-98.178353,6
694,1,20.484209,-98.135284,6
695,5,20.513169,-98.170929,2
696,0,20.517184,-98.212782,4
697,3,20.471606,-98.150799,6
698,1,20.455957,-98.157767,6
699,149,20.56198,-98.192167,5
700,11,20.525998,-98.186074,2
701,3,20.532301,-98.213202,5
702,0,20.553526,-98.152205,3
703,7,20.495132,-98.291363,1
704,1.5,20.538779,-98.191333,1
704,1.5,20.538779,-98.191333,5
705,2,20.446849,-98.17384,6
706,4,20.545232,-98.208309,5
707,5,20.446456,-98.172397,6
708,17,20.530859,-98.17278,1
708,17,20.530859,-98.17278,5
709,2,20.513454,-98.215162,4
710,2,20.455356,-98.154507,6
711,33,20.459939,-98.151345,6
712,1,20.497884,-98.247178,4
713,1,20.52641,-98.187474,2
714,2,20.509738,-98.229942,4
715,3,20.460699,-98.167516,6
716,20,20.543193,-98.199138,5
717,4,20.472902,-98.152982,6
718,5,20.461534,-98.150617,6
719,5,20.54031,-98.210693,5
720,2,20.553527,-98.123022,3
721,2,20.551409,-98.141391,3
722,138,20.514684,-98.212866,4
723,133,20.476651,-98.175428,6
724,83,20.516244,-98.193266,2
725,7,20.445608,-98.160817,6
726,4,20.539131,-98.222972,5
727,10,20.464602,-98.154816,6
728,7,20.524449,-98.224608,4
729,6,20.468352,-98.182987,6
730,10,20.481936,-98.139855,6
731,4,20.464399,-98.272359,1
732,15,20.466487,-98.267827,1
733,51,20.46635,-98.206766,4
734,5,20.51368,-98.233167,4
735,1,20.501213,-98.260903,1
736,13,20.464185,-98.131549,6
737,4,20.539647,-98.185797,5
738,17,20.528527,-98.189235,2
739,80,20.468779,-98.163254,6
740,11,20.544126,-98.221813,5
741,2,20.509468,-98.240658,4
742,27,20.498723,-98.197661,4
743,3,20.470816,-98.154479,6
744,1,20.482753,-98.242383,4
745,10,20.487497,-98.236907,4
746,3,20.522599,-98.236398,4
747,12,20.510324,-98.202253,4
748,1,20.480979,-98.133127,6
749,97,20.532919,-98.189333,2
750,4,20.487932,-98.192861,4
751,1,20.536409,-98.200911,5
752,4,20.547956,-98.200834,5
753,68,20.480541,-98.206093,4
754,78,20.495234,-98.239373,4
755,1,20.547711,-98.18827,5
756,3,20.465555,-98.268048,1
757,115,20.484452,-98.199018,4
758,33,20.480805,-98.22311,4
759,2,20.501556,-98.226987,4
760,24,20.517672,-98.237136,4
761,25,20.481388,-98.202713,4
762,4,20.483508,-98.180985,6
763,52,20.548741,-98.139072,3
764,33,20.488858,-98.186382,2
765,44,20.515277,-98.237322,4
766,63,20.556204,-98.190031,1
766,63,20.556204,-98.190031,5
767,7,20.522607,-98.166687,2
768,26,20.502772,-98.11263,1
768,26,20.502772,-98.11263,5
769,41,20.484963,-98.252262,1
770,51,20.500199,-98.196755,2
771,13,20.453139,-98.155689,6
772,10,20.489524,-98.179484,2
773,18,20.566271,-98.140445,3
774,59,20.509803,-98.226313,4
775,14,20.479102,-98.243577,1
775,14,20.479102,-98.243577,5
776,0,20.451229,-98.178457,6
777,8,20.50768,-98.24226,4
778,44,20.48599,-98.190318,2
779,23,20.502139,-98.153752,2
780,50,20.496328,-98.269202,1
781,20,20.520297,-98.161071,2
782,60,20.501202,-98.187986,2
783,40,20.513482,-98.253556,4
784,63.5,20.461474,-98.212891,1
784,63.5,20.461474,-98.212891,5
785,33,20.540578,-98.153372,3
786,32,20.554677,-98.169062,3
787,1,20.517996,-98.202061,2
788,3,20.518448,-98.176821,2
789,10,20.519623,-98.167797,2
790,32,20.519593,-98.230054,4
791,4,20.48795,-98.208744,4
792,1,20.527736,-98.264464,1
792,1,20.527736,-98.264464,5
793,27,20.501315,-98.199568,4
794,3,20.458504,-98.165395,6
795,6,20.508035,-98.242746,4
796,2,20.519064,-98.173307,2
797,24,20.485756,-98.159941,6
798,34,20.471262,-98.187153,6
799,39,20.477804,-98.160044,6
800,50,20.505688,-98.273398,1
801,3,20.532096,-98.154543,3
802,103,20.562848,-98.136324,3
803,7,20.504828,-98.214249,4
804,171,20.573113,-98.138393,3
805,12,20.46748,-98.140611,6
806,4,20.520019,-98.217686,4
807,16,20.482895,-98.176243,6
808,44,20.493617,-98.186232,2
809,1,20.469193,-98.189422,6
810,86,20.449433,-98.16473,6
811,2,20.576912,-98.217483,5
812,29,20.494841,-98.277664,1
813,23,20.463753,-98.224084,4
814,7,20.527581,-98.251768,4
815,20,20.526705,-98.153428,2
816,12,20.522131,-98.181583,2
817,1,20.472977,-98.189783,6
818,17,20.49933,-98.243938,1
818,17,20.49933,-98.243938,5
819,7,20.469697,-98.174512,6
820,52,20.489458,-98.242173,4
821,5,20.511211,-98.184507,2
822,3,20.486871,-98.178482,6
823,2,20.547805,-98.202437,5
824,6,20.490493,-98.250562,1
825,4,20.5113,-98.219537,4
826,1,20.533902,-98.198568,5
827,2,20.460315,-98.149117,6
828,2,20.538294,-98.245219,4
829,31,20.552492,-98.144022,3
830,7,20.444661,-98.211322,1
831,7,20.5307,-98.191858,2
832,8,20.481843,-98.220477,4
833,12,20.539276,-98.230156,4
834,1,20.513004,-98.228594,4
835,6,20.471456,-98.177308,6
836,1,20.492487,-98.134154,6
837,8,20.517818,-98.172484,2
838,8,20.532353,-98.182697,2
839,2,20.546964,-98.193358,5
840,0,20.537273,-98.143007,3
841,9,20.573115,-98.213487,5
842,0,20.453018,-98.147447,6
843,12,20.519702,-98.141071,3
844,20.5,20.47413,-98.13641,1
844,20.5,20.47413,-98.13641,5
845,51,20.486613,-98.289155,1
846,10,20.551297,-98.203838,5
847,3,20.489249,-98.269421,1
848,1,20.47901,-98.150313,6
849,7,20.549121,-98.153484,3
850,22,20.506547,-98.25973,1
851,2,20.483072,-98.238995,1
851,2,20.483072,-98.238995,5
852,14,20.503392,-98.22727,4
853,4,20.549584,-98.199364,5
854,3,20.447956,-98.147345,6
855,7,20.512139,-98.223401,4
856,3,20.529268,-98.166586,2
857,7,20.452143,-98.165323,6
858,34,20.488955,-98.217362,4
859,1,20.461612,-98.159046,6
860,2,20.47059,-98.13254,6
861,11,20.482002,-98.19886,4
862,2,20.528689,-98.164461,2
863,1,20.543478,-98.213548,5
864,3,20.554937,-98.17021,5
865,12,20.528816,-98.157085,2
866,1,20.471366,-98.17011,6
867,11,20.55954,-98.161211,3
868,4,20.53369,-98.135396,3
869,7,20.488762,-98.223078,4
870,60,20.533441,-98.217689,4
871,87,20.509506,-98.206015,4
872,23,20.537286,-98.209036,1
872,23,20.537286,-98.209036,5
873,5,20.537769,-98.192449,5
874,11,20.527027,-98.194071,2
875,2,20.488285,-98.219735,4
876,26,20.480537,-98.176633,6
877,12,20.482573,-98.219762,4
878,14,20.454358,-98.165397,6
879,13.5,20.454477,-98.165963,1
879,13.5,20.454477,-98.165963,5
880,2,20.498065,-98.191604,2
881,7,20.455737,-98.157922,6
882,14,20.563702,-98.169473,3
883,6,20.513064,-98.146271,2
884,4,20.516434,-98.167016,2
885,1,20.525074,-98.235361,4
886,55,20.466967,-98.198616,6
887,11,20.513929,-98.199913,2
888,2,20.52878,-98.199587,2
889,2,20.538921,-98.202206,5
890,5,20.540827,-98.173827,5
891,12,20.454213,-98.158709,6
892,1,20.509542,-98.157101,2
893,1,20.492847,-98.207965,4
894,0,20.543072,-98.164985,3
895,10,20.474339,-98.140926,6
896,2,20.505839,-98.181377,2
897,10,20.527164,-98.223551,1
897,10,20.527164,-98.223551,5
898,2,20.52102,-98.220471,4
899,19,20.472177,-98.18323,6
900,1.5,20.44407,-98.152415,1
900,1.5,20.44407,-98.152415,5
901,4,20.485441,-98.179245,6
902,4,20.499343,-98.22124,4
903,57,20.53786,-98.189829,5
904,41,20.498587,-98.190263,2
905,0,20.558466,-98.134925,3
906,3,20.471276,-98.155592,6
907,20,20.500422,-98.172258,2
908,7,20.521813,-98.153842,2
909,13,20.550301,-98.174936,5
910,9,20.492946,-98.170412,2
911,6,20.457343,-98.219313,4
912,2,20.524821,-98.231792,4
913,16,20.481262,-98.185584,6
914,4,20.465747,-98.174329,6
915,56,20.492013,-98.158154,6
916,19,20.518049,-98.218639,4
917,4,20.549274,-98.184283,5
918,4,20.526429,-98.234763,4
919,15,20.472431,-98.179972,6
920,4,20.570497,-98.139821,3
921,15,20.532727,-98.14988,3
922,5,20.510134,-98.210765,4
923,14,20.455172,-98.161712,6
924,12,20.525545,-98.221401,4
925,19,20.48091,-98.210644,4
926,2,20.506276,-98.183582,2
927,90,20.47346,-98.18128,6
928,2,20.473757,-98.235616,4
929,0,20.517366,-98.191107,2
930,1,20.482661,-98.2213,4
931,2,20.541564,-98.200087,5
932,54,20.531121,-98.219049,4
933,3,20.518851,-98.136672,3
934,6.5,20.579025,-98.220525,1
934,6.5,20.579025,-98.220525,5
935,9,20.476697,-98.18923,6
936,43,20.510422,-98.152439,2
937,37,20.505571,-98.140733,2
938,7,20.520923,-98.123715,3
939,2,20.530114,-98.218571,4
940,3,20.516238,-98.15609,2
941,4,20.487824,-98.191521,2
942,6,20.550948,-98.176715,5
943,17,20.528989,-98.124747,3
944,3,20.511416,-98.17936,2
945,8,20.504686,-98.126642,3
946,19,20.518173,-98.173836,2
947,0,20.518214,-98.161459,2
948,0,20.558898,-98.131888,3
949,10,20.492888,-98.26281,1
950,1,20.462345,-98.206329,4
951,111,20.461307,-98.289284,1
952,25,20.472996,-98.242477,1
953,71.5,20.444444,-98.228452,1
953,71.5,20.444444,-98.228452,5
954,3,20.568197,-98.209685,5
955,9,20.481649,-98.143466,6
956,13,20.501513,-98.164503,1
956,13,20.501513,-98.164503,5
957,14,20.487449,-98.157342,6
958,17,20.516457,-98.167095,2
959,61,20.460453,-98.191795,6
960,35,20.54208,-98.135407,3
961,2,20.521389,-98.159609,2
962,17,20.517297,-98.200873,2
963,115,20.545608,-98.133251,3
964,83,20.492378,-98.218875,4
965,5,20.506234,-98.240585,1
965,5,20.506234,-98.240585,5
966,20.5,20.48561,-98.241141,1
966,20.5,20.48561,-98.241141,5
967,2,20.542262,-98.183285,5
968,29.5,20.534696,-98.233853,1
968,29.5,20.534696,-98.233853,5
969,46,20.513936,-98.12944,3
970,3,20.458448,-98.178286,6
971,5,20.575451,-98.197762,5
972,2,20.514824,-98.123419,3
973,1,20.551681,-98.148421,3
974,8,20.487005,-98.254583,1
975,1,20.447734,-98.163693,6
976,4,20.498194,-98.275894,1
977,5,20.488772,-98.127139,6
978,3,20.533968,-98.221086,4
979,33,20.494655,-98.199026,1
979,33,20.494655,-98.199026,5
980,0,20.563498,-98.210852,5
981,5,20.504719,-98.15061,2
982,3.5,20.499159,-98.245205,1
982,3.5,20.499159,-98.245205,5
983,6,20.548581,-98.204201,5
984,18,20.466083,-98.190493,1
984,18,20.466083,-98.190493,5
985,11,20.560038,-98.132992,3
986,10,20.507439,-98.275829,1
987,2,20.552838,-98.179774,5
988,4,20.531497,-98.165998,2
989,10,20.499868,-98.254552,1
990,120,20.550118,-98.149002,3
991,21,20.495065,-98.265258,1
992,54,20.564962,-98.142698,3
993,6,20.468059,-98.167212,6
994,10,20.484349,-98.259112,1
995,7,20.544611,-98.129888,3
996,7,20.495005,-98.250583,1
997,0,20.538877,-98.205168,5
998,3,20.515507,-98.176204,2
999,4,20.490578,-98.208954,4
1000,8,20.443812,-98.160149,6
1001,12,20.48565,-98.149673,6
1002,2,20.532312,-98.16917,2
1003,2,20.552953,-98.218919,5
1004,44,20.538421,-98.136076,3
1005,3,20.557551,-98.21303,5
1006,8,20.535608,-98.193017,5
1007,4,20.505355,-98.203345,4
1008,45,20.486558,-98.156949,6
1009,1,20.559927,-98.200451,5
1010,1,20.565953,-98.216919,5
1011,9,20.565967,-98.207275,5
1012,10,20.507678,-98.117559,3
1013,9,20.540173,-98.196328,5
1014,8,20.501393,-98.131361,3
1015,13,20.505002,-98.298948,1
1016,46,20.455797,-98.162249,6
1017,76.5,20.472157,-98.231856,1
1017,76.5,20.472157,-98.231856,5
1018,39,20.479646,-98.175055,6
1019,2,20.539281,-98.223518,5
1020,2,20.535824,-98.20868,5
1021,4,20.453239,-98.154834,6
1022,1,20.475544,-98.196014,4
1023,86,20.523549,-98.166103,2
1024,4,20.546352,-98.183963,5
1025,2,20.487959,-98.132698,6
1026,4,20.506529,-98.160491,2
1027,13,20.517257,-98.179507,2
1028,2,20.49734,-98.139538,6
1029,2,20.490264,-98.283133,1
1030,8,20.567378,-98.213223,5
1031,52,20.497108,-98.194315,2
1032,26,20.506105,-98.207392,4
1033,37,20.450113,-98.173132,6
1034,9,20.513247,-98.183064,2
1035,2,20.579052,-98.224067,5
1036,2,20.548518,-98.184434,5
1037,9,20.481628,-98.224101,1
1037,9,20.481628,-98.224101,5
1038,8,20.449848,-98.17161,6
1039,19,20.530588,-98.132375,3
1040,2,20.512279,-98.189698,2
1041,4,20.493203,-98.183178,2
1042,1,20.448883,-98.165742,6
1043,3,20.53019,-98.207533,5
1044,120,20.482028,-98.186671,6
1045,7,20.514993,-98.21655,4
1046,8,20.494085,-98.185804,2
1047,3,20.529384,-98.200292,5
1048,90,20.494421,-98.27874,1
1049,2,20.496056,-98.246475,4
1050,2,20.511999,-98.217293,4
1051,2,20.540177,-98.223919,5
1052,2,20.55195,-98.225146,5
1053,63,20.501399,-98.212606,4
1054,5,20.485763,-98.220193,4
1055,129,20.469742,-98.19903,4
1056,1,20.495186,-98.19773,4
1057,2,20.552729,-98.210638,5
1058,55,20.480449,-98.217781,4
1059,84,20.557295,-98.146884,3
1060,1,20.506031,-98.136955,3
1061,11,20.492149,-98.210629,1
1061,11,20.492149,-98.210629,5
1062,15,20.492157,-98.189069,2
1063,11,20.511531,-98.173327,2
1064,10,20.554156,-98.183861,5
1065,4,20.559181,-98.139453,3
1066,4,20.500326,-98.157086,2
1067,1,20.476117,-98.241893,1
1068,1,20.473894,-98.245322,1
1069,15,20.490802,-98.27288,1
1070,21,20.583653,-98.132391,3
1071,2,20.541322,-98.197815,5
1072,1,20.53516,-98.234425,4
1073,144,20.479294,-98.249507,1
1074,7,20.519852,-98.176573,2
1075,2,20.470662,-98.158122,6
1076,0,20.563294,-98.20437,5
1077,2,20.564738,-98.131876,3
1078,2,20.535343,-98.18627,2
1079,11,20.470481,-98.180844,6
1080,8,20.510098,-98.223968,4
1081,65,20.542011,-98.131571,3
1082,33,20.510966,-98.157725,2
1083,14,20.511973,-98.179232,2
1084,2,20.520719,-98.22846,4
1085,7,20.555116,-98.195002,5
1086,1.5,20.53758,-98.19531,1
1086,1.5,20.53758,-98.19531,5
1087,2,20.485769,-98.268455,1
1088,4,20.456692,-98.160271,6
1089,34,20.513006,-98.157087,2
1090,2,20.541048,-98.191386,5
1091,7,20.523782,-98.16768,2
1092,3,20.519619,-98.152194,2
1093,14,20.555362,-98.222261,5
1094,1,20.565602,-98.213543,5
1095,2,20.537997,-98.204179,5
1096,0,20.573679,-98.203272,5
1097,6,20.542014,-98.223622,5
1098,2,20.485409,-98.286482,1
1099,3,20.535936,-98.234367,4
1100,3,20.542997,-98.201662,5
1101,9,20.535879,-98.202351,5
1102,7,20.457629,-98.161873,6
1103,0,20.516384,-98.189717,2
1104,7,20.535116,-98.184759,2
1105,1,20.540126,-98.187323,5
1106,1,20.53506,-98.205748,5
1107,2,20.556572,-98.173526,5
1108,2,20.508384,-98.185717,2
1109,4,20.548916,-98.187464,5
1110,2,20.549473,-98.155353,3
1111,4,20.556418,-98.141697,3
1112,2,20.534891,-98.19909,5
1113,2,20.475936,-98.15357,6
1114,30,20.458902,-98.153515,6
1115,13,20.573268,-98.124109,1
1115,13,20.573268,-98.124109,5
1116,1,20.550304,-98.180825,5
1117,2,20.475985,-98.183184,6
1118,11,20.496113,-98.17278,2
1119,51,20.496928,-98.124025,1
1119,51,20.496928,-98.124025,5
1120,2,20.466367,-98.183091,6
1121,3,20.494665,-98.179325,2
1122,5,20.575814,-98.145434,3
1123,2,20.544694,-98.132096,3
1124,2,20.549062,-98.201166,5
1125,61,20.545046,-98.174486,5
1126,81,20.495824,-98.282293,1
1127,2,20.466595,-98.269665,1
1128,4,20.453146,-98.196121,6
1129,25,20.518133,-98.165184,2
1130,2,20.51867,-98.22534,4
1131,2,20.493826,-98.287079,1
1132,13,20.536461,-98.200976,5
1133,2,20.539955,-98.196869,5
1134,11,20.55832,-98.212207,5
1135,34,20.521526,-98.199297,2
1136,21,20.513395,-98.161664,2
1137,4,20.525598,-98.185605,2
1138,3,20.502129,-98.172126,2
1139,1,20.504504,-98.233748,4
1140,13,20.544621,-98.229601,5
1141,31,20.557392,-98.144355,3
1142,2,20.48806,-98.193446,4
1143,20,20.530625,-98.196117,2
1144,15,20.511823,-98.195074,2
1145,24,20.542334,-98.226183,5
1146,14,20.522639,-98.178601,2
1147,1,20.490838,-98.11792,6
1148,18,20.554301,-98.152899,3
1149,28,20.471958,-98.15283,6
1150,3,20.548542,-98.185771,5
1151,34,20.491237,-98.189443,2
1152,4,20.540281,-98.204737,5
1153,2,20.550477,-98.189876,5
1154,3,20.544404,-98.195344,5
1155,28,20.467801,-98.195173,6
1156,7,20.549605,-98.125538,3
1157,1,20.541974,-98.219812,5
1158,4,20.55021,-98.20798,5
1159,7,20.532799,-98.208882,5
1160,4.5,20.529328,-98.194608,1
1160,4.5,20.529328,-98.194608,5
1161,34,20.552692,-98.208728,5
1162,3,20.540046,-98.186911,5
1163,3,20.502859,-98.158999,2
1164,4,20.50441,-98.182741,2
1165,7,20.547055,-98.194775,5
1166,175,20.5415,-98.183371,5
1167,16,20.54065,-98.203045,5
1168,6,20.539854,-98.217187,5
1169,15,20.549691,-98.193979,5
1170,2,20.531735,-98.141654,3
1171,6,20.545658,-98.198548,5
1172,2,20.558769,-98.194303,5
1173,1,20.55783,-98.206362,5
1174,2,20.538538,-98.249588,4
1175,1,20.537607,-98.200659,5
1176,10,20.461985,-98.28914,1
1177,71,20.540118,-98.191606,5
1178,6,20.471887,-98.154143,6
1179,33,20.529778,-98.161995,2
1180,12,20.471157,-98.173146,6
1181,1,20.497199,-98.145538,6
1182,5,20.533772,-98.210047,5
1183,2,20.520643,-98.263351,1
1184,19,20.518219,-98.165855,2
1185,15,20.532416,-98.205925,5
1186,10,20.571429,-98.212,5
1187,4.5,20.538561,-98.200922,1
1187,4.5,20.538561,-98.200922,5
1188,0,20.4972,-98.283325,1
1189,6,20.544328,-98.23569,4
1190,1,20.562768,-98.214286,5
1191,2,20.438141,-98.148863,6
1192,7,20.5567,-98.196093,5
1193,1,20.566956,-98.207981,5
1194,0,20.548844,-98.231883,5
1195,2,20.456241,-98.270156,1
1196,5,20.523869,-98.199346,2
1197,4,20.574759,-98.214462,5
1198,6,20.552139,-98.130051,3
1199,4,20.499922,-98.283125,1
1200,2,20.532262,-98.220208,4
1201,44,20.471279,-98.255803,1
1202,23,20.533747,-98.215363,5
1203,7,20.563681,-98.127788,3
1204,1,20.4698,-98.179807,6
1205,2,20.544422,-98.213662,5
1206,5,20.559964,-98.208432,5
1207,1,20.559988,-98.138488,3
1208,16,20.492837,-98.237195,4
1209,15,20.559956,-98.157418,3
1210,3,20.463415,-98.198543,6
1211,14,20.571028,-98.211394,5
1212,7,20.533784,-98.21105,5
1213,1,20.539182,-98.251631,4
1214,2,20.53669,-98.210824,1
1214,2,20.53669,-98.210824,5
1215,9,20.586047,-98.205358,5
1216,2,20.553051,-98.212905,5
1217,1,20.556204,-98.191377,5
1218,6,20.54997,-98.184882,5
1219,8,20.536162,-98.20853,5
1220,2,20.528343,-98.20327,5
1221,6,20.537895,-98.182505,5
1222,1,20.556551,-98.21703,5
1223,0,20.577839,-98.218886,5
1224,2,20.547051,-98.220956,5
1225,1,20.530491,-98.235226,4
1226,2,20.529993,-98.204218,5
1227,1,20.552616,-98.191775,5
1228,28,20.568774,-98.223059,5
1229,2,20.537625,-98.184435,5
1230,2,20.539264,-98.217511,5
1231,6,20.567919,-98.223404,5
1232,2,20.559995,-98.203453,5
1233,32,20.49583,-98.116469,3
1234,11,20.536082,-98.233998,4
1235,15,20.533998,-98.209001,5
1236,3,20.548449,-98.181691,5
1237,2,20.516384,-98.169717,2
1238,2,20.516384,-98.178717,2
1239,4,20.545711,-98.20727,5
1240,18,20.56713,-98.207126,5
1241,1,20.558232,-98.179004,5
1242,57,20.549763,-98.221254,5
1243,7,20.537664,-98.220674,5
1244,2,20.524688,-98.207666,4
1245,7,20.486498,-98.182642,2
1246,1,20.52257,-98.194705,2
1247,0,20.569406,-98.213951,5
1248,10,20.556728,-98.2138,5
1249,3,20.551712,-98.210881,5
1250,1,20.563434,-98.215217,5
1251,2,20.529621,-98.216601,4
1252,1,20.544383,-98.194058,5
1253,0,20.569921,-98.215209,5
1254,5,20.571909,-98.217645,5
1255,4,20.558808,-98.216804,5
1256,2,20.561319,-98.218018,5
1257,0,20.536821,-98.222763,4
1258,9,20.556728,-98.201387,5
1259,2,20.537595,-98.207373,5
1260,22,20.562786,-98.202396,5
1261,9,20.542851,-98.187422,5
1262,6,20.563332,-98.212852,5
1263,10,20.539708,-98.199827,5
1264,2,20.537512,-98.230853,4
1265,2,20.536949,-98.222832,4
1266,5,20.546528,-98.230929,5
1267,25,20.567978,-98.210485,5
1268,29,20.515199,-98.186233,2
1269,4,20.527495,-98.196837,2
1270,1,20.557716,-98.208289,5
1271,4,20.521232,-98.197751,2
1272,2,20.531891,-98.216984,4
1273,83.5,20.504274,-98.176104,1
1273,83.5,20.504274,-98.176104,5
1274,2,20.576507,-98.176355,5
1275,11,20.524882,-98.193564,2
1276,2,20.484827,-98.243399,4
1277,0,20.5677,-98.1304,3
1278,20,20.512846,-98.208488,4
1279,13,20.467106,-98.207932,4
1280,5,20.560418,-98.179313,5
1281,11,20.503137,-98.243716,4
1282,3,20.543459,-98.181365,5
1283,10,20.558409,-98.123937,3
1284,9,20.57342,-98.140753,3
1285,13,20.531924,-98.17036,2
1286,7,20.45573,-98.175919,6
1287,2,20.4524,-98.2376,1
1288,4,20.57775,-98.13215,3
1289,2,20.510247,-98.190165,2
1290,4,20.457611,-98.152969,6
1291,6,20.486216,-98.175743,6
1292,2,20.569234,-98.128863,3
1293,23,20.558901,-98.14366,3
1294,2,20.5026,-98.2735,1
1295,99,20.482849,-98.192326,6
1296,7,20.479948,-98.212828,4
1297,7,20.564611,-98.143906,3
1298,6,20.464534,-98.182041,6
1299,10,20.566734,-98.139367,3
1300,2,20.4825,-98.2906,1
1301,2,20.53299,-98.176909,2
1302,1,20.454293,-98.173047,1
